datetime,hour,day_of_week,day_type,is_weekend,is_holiday,temperature_c,humidity_pct,industrial_load_mw,commercial_load_mw,residential_load_mw,total_load_mw
2025-04-11 20:00:00,20,Friday,Weekday,0,0,21.7,66.0,290.8,242.0,371.3,904.1
2025-04-11 21:00:00,21,Friday,Weekday,0,0,22.5,69.0,286.3,204.2,301.5,792.0
2025-04-11 22:00:00,22,Friday,Weekday,0,0,17.6,75.0,232.3,159.9,234.4,626.6
2025-04-11 23:00:00,23,Friday,Weekday,0,0,21.1,69.0,163.5,124.2,227.0,514.7
2025-04-12 00:00:00,0,Saturday,Weekend,1,0,22.8,64.0,124.2,91.7,152.5,368.4
2025-04-12 01:00:00,1,Saturday,Weekend,1,0,22.1,65.0,121.4,92.0,146.1,359.5
2025-04-12 02:00:00,2,Saturday,Weekend,1,0,27.4,58.0,118.2,79.3,122.0,319.5
2025-04-12 03:00:00,3,Saturday,Weekend,1,0,24.0,62.0,97.7,70.9,102.1,270.7
2025-04-12 04:00:00,4,Saturday,Weekend,1,0,26.8,63.0,114.9,82.9,139.1,336.9
2025-04-12 05:00:00,5,Saturday,Weekend,1,0,29.0,57.0,121.3,79.6,142.1,343.0
2025-04-12 06:00:00,6,Saturday,Weekend,1,0,32.2,60.0,156.9,99.3,170.4,426.6
2025-04-12 07:00:00,7,Saturday,Weekend,1,0,28.9,68.0,137.5,100.8,219.0,457.3
2025-04-12 08:00:00,8,Saturday,Weekend,1,0,33.6,52.0,220.7,158.2,285.5,664.4
2025-04-12 09:00:00,9,Saturday,Weekend,1,0,32.4,57.0,250.3,178.0,243.4,671.7
2025-04-12 10:00:00,10,Saturday,Weekend,1,0,31.0,60.0,239.1,178.1,248.3,665.5
2025-04-12 11:00:00,11,Saturday,Weekend,1,0,33.1,58.0,253.0,171.0,312.8,736.8
2025-04-12 12:00:00,12,Saturday,Weekend,1,0,32.2,57.0,249.8,202.5,277.2,729.5
2025-04-12 13:00:00,13,Saturday,Weekend,1,0,30.2,62.0,234.3,178.8,301.5,714.6
2025-04-12 14:00:00,14,Saturday,Weekend,1,0,30.1,61.0,222.3,179.0,249.5,650.8
2025-04-12 15:00:00,15,Saturday,Weekend,1,0,28.3,55.0,227.4,169.3,248.4,645.1
2025-04-12 16:00:00,16,Saturday,Weekend,1,0,27.7,66.0,210.1,165.9,254.1,630.1
2025-04-12 17:00:00,17,Saturday,Weekend,1,0,27.3,67.0,249.1,157.0,291.5,697.6
2025-04-12 18:00:00,18,Saturday,Weekend,1,0,27.4,58.0,282.3,178.4,304.5,765.2
2025-04-12 19:00:00,19,Saturday,Weekend,1,0,22.2,69.0,249.3,176.0,372.7,798.0
2025-04-12 20:00:00,20,Saturday,Weekend,1,0,26.4,67.0,253.3,198.2,302.1,753.6
2025-04-12 21:00:00,21,Saturday,Weekend,1,0,19.8,70.0,225.9,163.4,289.7,679.0
2025-04-12 22:00:00,22,Saturday,Weekend,1,0,22.4,73.0,202.3,152.3,215.3,569.9
2025-04-12 23:00:00,23,Saturday,Weekend,1,0,23.6,78.0,155.4,116.7,213.5,485.6
2025-04-13 00:00:00,0,Sunday,Weekend,1,0,23.7,63.0,125.1,95.8,135.2,356.1
2025-04-13 01:00:00,1,Sunday,Weekend,1,0,23.1,60.0,121.4,74.7,131.8,327.9
2025-04-13 02:00:00,2,Sunday,Weekend,1,0,24.8,67.0,112.2,77.5,146.8,336.5
2025-04-13 03:00:00,3,Sunday,Weekend,1,0,25.6,68.0,115.3,74.3,119.6,309.2
2025-04-13 04:00:00,4,Sunday,Weekend,1,0,26.7,62.0,134.5,86.7,133.3,354.5
2025-04-13 05:00:00,5,Sunday,Weekend,1,0,30.2,66.0,115.6,90.3,168.8,374.7
2025-04-13 06:00:00,6,Sunday,Weekend,1,0,30.7,51.0,138.6,115.7,180.8,435.1
2025-04-13 07:00:00,7,Sunday,Weekend,1,0,30.1,62.0,193.5,116.2,204.9,514.6
2025-04-13 08:00:00,8,Sunday,Weekend,1,0,33.3,52.0,248.4,159.0,252.1,659.5
2025-04-13 09:00:00,9,Sunday,Weekend,1,0,32.9,64.0,207.1,181.8,284.0,672.9
2025-04-13 10:00:00,10,Sunday,Weekend,1,0,33.9,64.0,208.8,155.3,329.1,693.2
2025-04-13 11:00:00,11,Sunday,Weekend,1,0,33.4,51.0,233.4,206.2,306.2,745.8
2025-04-13 12:00:00,12,Sunday,Weekend,1,0,30.8,55.0,260.5,191.6,234.1,686.2
2025-04-13 13:00:00,13,Sunday,Weekend,1,0,30.4,63.0,216.6,155.2,317.2,689.0
2025-04-13 14:00:00,14,Sunday,Weekend,1,0,31.3,56.0,239.0,166.8,296.6,702.4
2025-04-13 15:00:00,15,Sunday,Weekend,1,0,29.9,59.0,234.0,154.1,247.9,636.0
2025-04-13 16:00:00,16,Sunday,Weekend,1,0,27.7,62.0,201.6,178.1,288.5,668.2
2025-04-13 17:00:00,17,Sunday,Weekend,1,0,26.6,53.0,238.0,174.7,270.4,683.1
2025-04-13 18:00:00,18,Sunday,Weekend,1,0,27.1,62.0,252.9,203.0,329.0,784.9
2025-04-13 19:00:00,19,Sunday,Weekend,1,0,23.3,64.0,284.0,204.3,281.5,769.8
2025-04-13 20:00:00,20,Sunday,Weekend,1,0,24.2,63.0,247.0,173.9,344.7,765.6
2025-04-13 21:00:00,21,Sunday,Weekend,1,0,22.6,75.0,244.2,185.8,258.1,688.1
2025-04-13 22:00:00,22,Sunday,Weekend,1,0,22.4,62.0,202.9,150.4,219.9,573.2
2025-04-13 23:00:00,23,Sunday,Weekend,1,0,24.5,70.0,143.5,115.0,193.2,451.7
2025-04-14 00:00:00,0,Monday,Holiday,0,1,24.6,64.0,95.7,86.4,133.9,316.0
2025-04-14 01:00:00,1,Monday,Holiday,0,1,25.4,63.0,98.1,77.2,119.5,294.8
2025-04-14 02:00:00,2,Monday,Holiday,0,1,27.2,66.0,103.6,74.4,142.5,320.5
2025-04-14 03:00:00,3,Monday,Holiday,0,1,26.5,65.0,99.9,67.3,106.7,273.9
2025-04-14 04:00:00,4,Monday,Holiday,0,1,28.8,63.0,102.4,70.2,108.6,281.2
2025-04-14 05:00:00,5,Monday,Holiday,0,1,28.6,66.0,111.7,74.1,146.2,332.0
2025-04-14 06:00:00,6,Monday,Holiday,0,1,30.8,56.0,134.0,106.6,144.0,384.6
2025-04-14 07:00:00,7,Monday,Holiday,0,1,31.1,55.0,160.4,104.8,195.2,460.4
2025-04-14 08:00:00,8,Monday,Holiday,0,1,32.3,51.0,198.1,141.6,201.2,540.9
2025-04-14 09:00:00,9,Monday,Holiday,0,1,33.5,51.0,201.3,150.9,250.5,602.7
2025-04-14 10:00:00,10,Monday,Holiday,0,1,31.6,72.0,193.9,133.4,274.8,602.1
2025-04-14 11:00:00,11,Monday,Holiday,0,1,35.8,58.0,216.3,185.5,271.6,673.4
2025-04-14 12:00:00,12,Monday,Holiday,0,1,30.6,52.0,219.0,173.2,246.5,638.7
2025-04-14 13:00:00,13,Monday,Holiday,0,1,29.5,53.0,205.1,153.5,251.8,610.4
2025-04-14 14:00:00,14,Monday,Holiday,0,1,32.0,59.0,207.8,144.9,267.3,620.0
2025-04-14 15:00:00,15,Monday,Holiday,0,1,30.3,61.0,181.9,134.6,275.5,592.0
2025-04-14 16:00:00,16,Monday,Holiday,0,1,28.8,63.0,215.1,145.5,241.1,601.7
2025-04-14 17:00:00,17,Monday,Holiday,0,1,27.5,61.0,204.0,151.4,288.0,643.4
2025-04-14 18:00:00,18,Monday,Holiday,0,1,25.3,64.0,215.6,171.0,296.2,682.8
2025-04-14 19:00:00,19,Monday,Holiday,0,1,23.0,69.0,228.8,191.0,267.3,687.1
2025-04-14 20:00:00,20,Monday,Holiday,0,1,23.6,67.0,206.1,164.8,276.8,647.7
2025-04-14 21:00:00,21,Monday,Holiday,0,1,22.0,58.0,195.7,154.3,214.5,564.5
2025-04-14 22:00:00,22,Monday,Holiday,0,1,24.3,65.0,166.5,130.8,207.8,505.1
2025-04-14 23:00:00,23,Monday,Holiday,0,1,22.8,63.0,136.4,100.9,168.7,406.0
2025-04-15 00:00:00,0,Tuesday,Weekday,0,0,22.3,69.0,149.5,118.3,168.2,436.0
2025-04-15 01:00:00,1,Tuesday,Weekday,0,0,23.9,81.0,127.6,100.1,175.6,403.3
2025-04-15 02:00:00,2,Tuesday,Weekday,0,0,26.0,66.0,130.0,113.2,172.8,416.0
2025-04-15 03:00:00,3,Tuesday,Weekday,0,0,25.7,63.0,137.8,88.3,145.8,371.9
2025-04-15 04:00:00,4,Tuesday,Weekday,0,0,26.7,68.0,134.8,91.8,176.3,402.9
2025-04-15 05:00:00,5,Tuesday,Weekday,0,0,29.6,62.0,144.6,117.8,171.8,434.2
2025-04-15 06:00:00,6,Tuesday,Weekday,0,0,30.8,60.0,153.9,129.7,224.7,508.3
2025-04-15 07:00:00,7,Tuesday,Weekday,0,0,30.7,61.0,213.7,171.9,243.2,628.8
2025-04-15 08:00:00,8,Tuesday,Weekday,0,0,31.5,67.0,253.1,203.1,278.9,735.1
2025-04-15 09:00:00,9,Tuesday,Weekday,0,0,33.1,50.0,273.5,177.1,342.8,793.4
2025-04-15 10:00:00,10,Tuesday,Weekday,0,0,30.8,60.0,278.4,195.2,307.2,780.8
2025-04-15 11:00:00,11,Tuesday,Weekday,0,0,30.6,54.0,250.2,193.1,353.0,796.3
2025-04-15 12:00:00,12,Tuesday,Weekday,0,0,31.2,60.0,277.7,223.3,366.2,867.2
2025-04-15 13:00:00,13,Tuesday,Weekday,0,0,31.2,53.0,304.8,223.6,307.1,835.5
2025-04-15 14:00:00,14,Tuesday,Weekday,0,0,30.9,56.0,305.7,192.7,315.2,813.6
2025-04-15 15:00:00,15,Tuesday,Weekday,0,0,31.5,56.0,248.7,202.7,348.5,799.9
2025-04-15 16:00:00,16,Tuesday,Weekday,0,0,29.2,65.0,274.7,212.2,321.5,808.4
2025-04-15 17:00:00,17,Tuesday,Weekday,0,0,26.4,68.0,264.9,190.5,379.8,835.2
2025-04-15 18:00:00,18,Tuesday,Weekday,0,0,25.4,58.0,276.3,243.7,386.4,906.4
2025-04-15 19:00:00,19,Tuesday,Weekday,0,0,22.9,68.0,300.1,236.0,384.4,920.5
2025-04-15 20:00:00,20,Tuesday,Weekday,0,0,23.6,63.0,275.5,245.0,364.0,884.5
2025-04-15 21:00:00,21,Tuesday,Weekday,0,0,22.7,61.0,260.1,175.2,293.6,728.9
2025-04-15 22:00:00,22,Tuesday,Weekday,0,0,23.5,66.0,226.1,149.4,284.3,659.8
2025-04-15 23:00:00,23,Tuesday,Weekday,0,0,21.9,67.0,161.1,129.5,226.6,517.2
2025-04-16 00:00:00,0,Wednesday,Weekday,0,0,24.4,78.0,136.7,102.4,215.6,454.7
2025-04-16 01:00:00,1,Wednesday,Weekday,0,0,26.8,65.0,148.2,113.0,145.2,406.4
2025-04-16 02:00:00,2,Wednesday,Weekday,0,0,25.3,58.0,116.1,82.2,171.3,369.6
2025-04-16 03:00:00,3,Wednesday,Weekday,0,0,27.3,59.0,132.5,100.8,146.9,380.2
2025-04-16 04:00:00,4,Wednesday,Weekday,0,0,29.1,65.0,124.4,95.7,160.3,380.4
2025-04-16 05:00:00,5,Wednesday,Weekday,0,0,28.7,71.0,150.2,104.8,178.0,433.0
2025-04-16 06:00:00,6,Wednesday,Weekday,0,0,30.9,50.0,171.1,117.8,237.2,526.1
2025-04-16 07:00:00,7,Wednesday,Weekday,0,0,31.6,48.0,198.5,166.4,281.7,646.6
2025-04-16 08:00:00,8,Wednesday,Weekday,0,0,32.5,65.0,230.7,185.2,310.0,725.9
2025-04-16 09:00:00,9,Wednesday,Weekday,0,0,31.7,59.0,243.0,182.7,345.5,771.2
2025-04-16 10:00:00,10,Wednesday,Weekday,0,0,33.1,51.0,261.6,215.0,306.2,782.8
2025-04-16 11:00:00,11,Wednesday,Weekday,0,0,33.6,57.0,298.4,201.6,346.0,846.0
2025-04-16 12:00:00,12,Wednesday,Weekday,0,0,34.6,40.0,280.9,216.0,377.8,874.7
2025-04-16 13:00:00,13,Wednesday,Weekday,0,0,33.0,55.0,254.3,213.5,377.3,845.1
2025-04-16 14:00:00,14,Wednesday,Weekday,0,0,33.8,56.0,285.5,188.9,361.5,835.9
2025-04-16 15:00:00,15,Wednesday,Weekday,0,0,28.2,66.0,267.0,211.4,287.7,766.1
2025-04-16 16:00:00,16,Wednesday,Weekday,0,0,29.4,55.0,309.9,199.3,312.7,821.9
2025-04-16 17:00:00,17,Wednesday,Weekday,0,0,27.1,63.0,285.1,184.6,351.5,821.2
2025-04-16 18:00:00,18,Wednesday,Weekday,0,0,28.9,56.0,310.5,223.7,385.4,919.6
2025-04-16 19:00:00,19,Wednesday,Weekday,0,0,23.4,68.0,313.6,232.2,361.0,906.8
2025-04-16 20:00:00,20,Wednesday,Weekday,0,0,22.5,64.0,325.8,218.4,326.5,870.7
2025-04-16 21:00:00,21,Wednesday,Weekday,0,0,22.4,66.0,288.7,206.2,293.2,788.1
2025-04-16 22:00:00,22,Wednesday,Weekday,0,0,19.9,66.0,220.3,151.0,304.9,676.2
2025-04-16 23:00:00,23,Wednesday,Weekday,0,0,22.5,71.0,166.4,123.7,231.7,521.8
2025-04-17 00:00:00,0,Thursday,Weekday,0,0,22.7,72.0,135.5,113.6,173.1,422.2
2025-04-17 01:00:00,1,Thursday,Weekday,0,0,24.8,64.0,135.8,89.7,173.6,399.1
2025-04-17 02:00:00,2,Thursday,Weekday,0,0,26.2,64.0,137.3,103.6,140.9,381.8
2025-04-17 03:00:00,3,Thursday,Weekday,0,0,29.7,52.0,138.6,91.8,176.8,407.2
2025-04-17 04:00:00,4,Thursday,Weekday,0,0,29.6,58.0,115.7,102.3,160.7,378.7
2025-04-17 05:00:00,5,Thursday,Weekday,0,0,28.6,60.0,159.9,107.9,178.9,446.7
2025-04-17 06:00:00,6,Thursday,Weekday,0,0,29.3,73.0,178.6,125.8,185.7,490.1
2025-04-17 07:00:00,7,Thursday,Weekday,0,0,32.4,51.0,210.8,149.5,292.0,652.3
2025-04-17 08:00:00,8,Thursday,Weekday,0,0,30.5,66.0,245.0,155.4,293.3,693.7
2025-04-17 09:00:00,9,Thursday,Weekday,0,0,35.8,57.0,278.1,193.9,360.2,832.2
2025-04-17 10:00:00,10,Thursday,Weekday,0,0,35.0,54.0,312.8,191.9,338.0,842.7
2025-04-17 11:00:00,11,Thursday,Weekday,0,0,32.3,65.0,303.3,197.0,324.8,825.1
2025-04-17 12:00:00,12,Thursday,Weekday,0,0,30.0,61.0,271.1,198.9,322.7,792.7
2025-04-17 13:00:00,13,Thursday,Weekday,0,0,33.8,56.0,302.3,217.2,331.2,850.7
2025-04-17 14:00:00,14,Thursday,Weekday,0,0,30.5,58.0,287.4,207.3,280.6,775.3
2025-04-17 15:00:00,15,Thursday,Weekday,0,0,31.4,63.0,269.3,205.7,317.9,792.9
2025-04-17 16:00:00,16,Thursday,Weekday,0,0,25.8,70.0,258.5,204.0,332.7,795.2
2025-04-17 17:00:00,17,Thursday,Weekday,0,0,26.0,61.0,303.0,205.8,332.2,841.0
2025-04-17 18:00:00,18,Thursday,Weekday,0,0,25.7,58.0,288.1,225.3,393.6,907.0
2025-04-17 19:00:00,19,Thursday,Weekday,0,0,24.8,64.0,301.0,222.6,385.6,909.2
2025-04-17 20:00:00,20,Thursday,Weekday,0,0,23.2,63.0,331.7,243.0,323.7,898.4
2025-04-17 21:00:00,21,Thursday,Weekday,0,0,24.4,65.0,281.7,184.0,321.4,787.1
2025-04-17 22:00:00,22,Thursday,Weekday,0,0,21.7,75.0,204.4,135.5,275.1,615.0
2025-04-17 23:00:00,23,Thursday,Weekday,0,0,23.2,65.0,171.6,140.1,229.2,540.9
2025-04-18 00:00:00,0,Friday,Weekday,0,0,24.1,66.0,140.1,99.0,187.3,426.4
2025-04-18 01:00:00,1,Friday,Weekday,0,0,25.5,65.0,138.3,117.2,173.0,428.5
2025-04-18 02:00:00,2,Friday,Weekday,0,0,26.8,67.0,116.9,101.0,154.2,372.1
2025-04-18 03:00:00,3,Friday,Weekday,0,0,25.3,53.0,116.7,72.9,135.1,324.7
2025-04-18 04:00:00,4,Friday,Weekday,0,0,26.0,61.0,125.5,88.7,177.7,391.9
2025-04-18 05:00:00,5,Friday,Weekday,0,0,31.5,58.0,156.1,115.9,192.1,464.1
2025-04-18 06:00:00,6,Friday,Weekday,0,0,31.3,63.0,164.1,127.3,204.7,496.1
2025-04-18 07:00:00,7,Friday,Weekday,0,0,30.7,56.0,227.8,142.3,231.6,601.7
2025-04-18 08:00:00,8,Friday,Weekday,0,0,35.0,44.0,271.8,215.8,332.9,820.5
2025-04-18 09:00:00,9,Friday,Weekday,0,0,33.3,58.0,240.5,200.7,343.8,785.0
2025-04-18 10:00:00,10,Friday,Weekday,0,0,35.1,50.0,259.7,202.4,383.2,845.3
2025-04-18 11:00:00,11,Friday,Weekday,0,0,33.3,49.0,284.4,181.4,353.1,818.9
2025-04-18 12:00:00,12,Friday,Weekday,0,0,35.8,49.0,293.3,223.4,326.3,843.0
2025-04-18 13:00:00,13,Friday,Weekday,0,0,34.5,53.0,284.1,198.4,369.5,852.0
2025-04-18 14:00:00,14,Friday,Weekday,0,0,30.5,55.0,265.1,214.0,313.2,792.3
2025-04-18 15:00:00,15,Friday,Weekday,0,0,31.1,47.0,239.5,193.0,354.6,787.1
2025-04-18 16:00:00,16,Friday,Weekday,0,0,29.3,64.0,269.9,201.3,319.4,790.6
2025-04-18 17:00:00,17,Friday,Weekday,0,0,29.1,66.0,287.6,230.2,327.2,845.0
2025-04-18 18:00:00,18,Friday,Weekday,0,0,24.4,69.0,282.1,245.8,376.5,904.4
2025-04-18 19:00:00,19,Friday,Weekday,0,0,25.9,58.0,278.8,219.1,406.5,904.4
2025-04-18 20:00:00,20,Friday,Weekday,0,0,25.6,63.0,277.6,208.3,410.0,895.9
2025-04-18 21:00:00,21,Friday,Weekday,0,0,20.9,70.0,231.7,200.4,320.0,752.1
2025-04-18 22:00:00,22,Friday,Weekday,0,0,21.6,72.0,216.3,152.6,251.4,620.3
2025-04-18 23:00:00,23,Friday,Weekday,0,0,20.5,74.0,170.6,125.1,244.8,540.5
2025-04-19 00:00:00,0,Saturday,Weekend,1,0,23.7,63.0,119.5,102.4,151.4,373.3
2025-04-19 01:00:00,1,Saturday,Weekend,1,0,25.9,64.0,108.7,80.3,157.2,346.2
2025-04-19 02:00:00,2,Saturday,Weekend,1,0,28.2,63.0,117.4,69.1,125.3,311.8
2025-04-19 03:00:00,3,Saturday,Weekend,1,0,27.2,70.0,115.4,69.3,128.6,313.3
2025-04-19 04:00:00,4,Saturday,Weekend,1,0,30.9,61.0,114.7,92.7,152.9,360.3
2025-04-19 05:00:00,5,Saturday,Weekend,1,0,27.7,66.0,106.7,84.9,135.5,327.1
2025-04-19 06:00:00,6,Saturday,Weekend,1,0,28.4,61.0,128.9,97.1,180.8,406.8
2025-04-19 07:00:00,7,Saturday,Weekend,1,0,31.9,64.0,189.7,133.7,235.5,558.9
2025-04-19 08:00:00,8,Saturday,Weekend,1,0,33.4,57.0,203.8,162.4,309.6,675.8
2025-04-19 09:00:00,9,Saturday,Weekend,1,0,33.2,51.0,238.5,175.8,259.9,674.2
2025-04-19 10:00:00,10,Saturday,Weekend,1,0,30.4,66.0,232.0,151.7,295.1,678.8
2025-04-19 11:00:00,11,Saturday,Weekend,1,0,33.2,59.0,253.4,187.9,240.0,681.3
2025-04-19 12:00:00,12,Saturday,Weekend,1,0,30.8,56.0,224.2,167.1,324.6,715.9
2025-04-19 13:00:00,13,Saturday,Weekend,1,0,33.0,53.0,257.7,198.1,251.6,707.4
2025-04-19 14:00:00,14,Saturday,Weekend,1,0,31.5,59.0,254.7,161.4,284.9,701.0
2025-04-19 15:00:00,15,Saturday,Weekend,1,0,28.4,63.0,200.2,171.8,273.3,645.3
2025-04-19 16:00:00,16,Saturday,Weekend,1,0,27.7,63.0,227.6,160.0,298.1,685.7
2025-04-19 17:00:00,17,Saturday,Weekend,1,0,25.6,66.0,216.0,154.9,317.8,688.7
2025-04-19 18:00:00,18,Saturday,Weekend,1,0,25.9,72.0,251.1,213.6,319.1,783.8
2025-04-19 19:00:00,19,Saturday,Weekend,1,0,26.4,69.0,251.9,213.0,319.6,784.5
2025-04-19 20:00:00,20,Saturday,Weekend,1,0,22.7,69.0,259.3,183.8,309.6,752.7
2025-04-19 21:00:00,21,Saturday,Weekend,1,0,24.4,70.0,222.1,174.9,270.2,667.2
2025-04-19 22:00:00,22,Saturday,Weekend,1,0,22.7,63.0,204.7,138.1,202.0,544.8
2025-04-19 23:00:00,23,Saturday,Weekend,1,0,22.5,70.0,139.3,121.8,188.2,449.3
2025-04-20 00:00:00,0,Sunday,Weekend,1,0,24.0,75.0,137.4,86.8,139.3,363.5
2025-04-20 01:00:00,1,Sunday,Weekend,1,0,23.5,66.0,112.1,88.5,151.4,352.0
2025-04-20 02:00:00,2,Sunday,Weekend,1,0,25.2,61.0,121.7,83.8,130.9,336.4
2025-04-20 03:00:00,3,Sunday,Weekend,1,0,25.5,61.0,111.5,82.2,147.1,340.8
2025-04-20 04:00:00,4,Sunday,Weekend,1,0,31.5,52.0,121.2,106.5,161.6,389.3
2025-04-20 05:00:00,5,Sunday,Weekend,1,0,29.9,55.0,132.7,82.8,144.6,360.1
2025-04-20 06:00:00,6,Sunday,Weekend,1,0,30.0,57.0,147.8,104.3,203.2,455.3
2025-04-20 07:00:00,7,Sunday,Weekend,1,0,32.4,49.0,187.7,135.5,209.0,532.2
2025-04-20 08:00:00,8,Sunday,Weekend,1,0,32.7,56.0,225.4,169.3,258.0,652.7
2025-04-20 09:00:00,9,Sunday,Weekend,1,0,33.1,60.0,233.8,160.3,298.0,692.1
2025-04-20 10:00:00,10,Sunday,Weekend,1,0,34.5,49.0,231.1,165.6,283.7,680.4
2025-04-20 11:00:00,11,Sunday,Weekend,1,0,34.6,61.0,263.4,203.4,267.9,734.7
2025-04-20 12:00:00,12,Sunday,Weekend,1,0,32.1,59.0,218.5,167.1,326.0,711.6
2025-04-20 13:00:00,13,Sunday,Weekend,1,0,31.3,63.0,243.3,179.0,266.0,688.3
2025-04-20 14:00:00,14,Sunday,Weekend,1,0,30.7,55.0,264.1,187.9,258.5,710.5
2025-04-20 15:00:00,15,Sunday,Weekend,1,0,26.5,67.0,193.0,156.4,284.2,633.6
2025-04-20 16:00:00,16,Sunday,Weekend,1,0,26.3,58.0,201.7,179.0,267.2,647.9
2025-04-20 17:00:00,17,Sunday,Weekend,1,0,29.4,64.0,258.3,191.0,273.7,723.0
2025-04-20 18:00:00,18,Sunday,Weekend,1,0,28.6,62.0,265.4,196.1,330.9,792.4
2025-04-20 19:00:00,19,Sunday,Weekend,1,0,24.7,68.0,261.6,200.1,325.7,787.4
2025-04-20 20:00:00,20,Sunday,Weekend,1,0,25.2,59.0,241.6,203.2,332.1,776.9
2025-04-20 21:00:00,21,Sunday,Weekend,1,0,24.3,61.0,231.7,173.9,274.9,680.5
2025-04-20 22:00:00,22,Sunday,Weekend,1,0,28.3,64.0,162.8,143.2,218.9,524.9
2025-04-20 23:00:00,23,Sunday,Weekend,1,0,25.5,60.0,148.9,106.3,185.3,440.5
2025-04-21 00:00:00,0,Monday,Weekday,0,0,24.1,68.0,150.9,99.5,167.5,417.9
2025-04-21 01:00:00,1,Monday,Weekday,0,0,23.7,60.0,133.6,97.0,186.0,416.6
2025-04-21 02:00:00,2,Monday,Weekday,0,0,23.8,71.0,117.0,76.9,151.9,345.8
2025-04-21 03:00:00,3,Monday,Weekday,0,0,27.7,56.0,162.7,95.5,170.7,428.9
2025-04-21 04:00:00,4,Monday,Weekday,0,0,27.6,65.0,141.1,108.2,148.3,397.6
2025-04-21 05:00:00,5,Monday,Weekday,0,0,27.9,65.0,154.6,109.7,156.5,420.8
2025-04-21 06:00:00,6,Monday,Weekday,0,0,30.2,55.0,178.5,139.1,218.2,535.8
2025-04-21 07:00:00,7,Monday,Weekday,0,0,30.6,61.0,239.1,169.9,252.5,661.5
2025-04-21 08:00:00,8,Monday,Weekday,0,0,35.6,54.0,241.1,215.4,338.5,795.0
2025-04-21 09:00:00,9,Monday,Weekday,0,0,34.9,50.0,256.5,206.0,365.5,828.0
2025-04-21 10:00:00,10,Monday,Weekday,0,0,33.7,50.0,259.0,222.9,337.0,818.9
2025-04-21 11:00:00,11,Monday,Weekday,0,0,35.8,42.0,285.4,207.6,366.2,859.2
2025-04-21 12:00:00,12,Monday,Weekday,0,0,33.2,57.0,309.6,232.1,300.3,842.0
2025-04-21 13:00:00,13,Monday,Weekday,0,0,31.0,50.0,261.9,209.4,328.0,799.3
2025-04-21 14:00:00,14,Monday,Weekday,0,0,33.5,55.0,289.6,193.5,338.8,821.9
2025-04-21 15:00:00,15,Monday,Weekday,0,0,30.9,57.0,274.2,195.1,299.4,768.7
2025-04-21 16:00:00,16,Monday,Weekday,0,0,27.2,66.0,269.5,195.8,311.6,776.9
2025-04-21 17:00:00,17,Monday,Weekday,0,0,27.2,61.0,262.2,182.2,353.6,798.0
2025-04-21 18:00:00,18,Monday,Weekday,0,0,25.0,63.0,315.6,232.9,363.2,911.7
2025-04-21 19:00:00,19,Monday,Weekday,0,0,23.2,71.0,303.7,221.6,402.4,927.7
2025-04-21 20:00:00,20,Monday,Weekday,0,0,25.8,66.0,273.3,198.8,418.9,891.0
2025-04-21 21:00:00,21,Monday,Weekday,0,0,26.8,64.0,295.6,215.7,267.7,779.0
2025-04-21 22:00:00,22,Monday,Weekday,0,0,21.7,71.0,221.4,184.5,307.9,713.8
2025-04-21 23:00:00,23,Monday,Weekday,0,0,24.8,58.0,169.1,150.7,233.1,552.9
2025-04-22 00:00:00,0,Tuesday,Weekday,0,0,23.5,71.0,150.3,105.8,149.9,406.0
2025-04-22 01:00:00,1,Tuesday,Weekday,0,0,24.5,69.0,133.7,99.6,179.3,412.6
2025-04-22 02:00:00,2,Tuesday,Weekday,0,0,25.4,59.0,134.6,95.9,152.0,382.5
2025-04-22 03:00:00,3,Tuesday,Weekday,0,0,26.2,62.0,119.2,95.2,150.8,365.2
2025-04-22 04:00:00,4,Tuesday,Weekday,0,0,28.9,60.0,124.3,104.1,146.7,375.1
2025-04-22 05:00:00,5,Tuesday,Weekday,0,0,28.9,60.0,140.3,102.8,194.0,437.1
2025-04-22 06:00:00,6,Tuesday,Weekday,0,0,31.7,59.0,170.5,141.9,208.2,520.6
2025-04-22 07:00:00,7,Tuesday,Weekday,0,0,32.3,63.0,218.9,181.1,257.5,657.5
2025-04-22 08:00:00,8,Tuesday,Weekday,0,0,32.8,61.0,273.2,198.8,292.0,764.0
2025-04-22 09:00:00,9,Tuesday,Weekday,0,0,32.3,50.0,274.4,222.1,308.4,804.9
2025-04-22 10:00:00,10,Tuesday,Weekday,0,0,33.0,59.0,297.8,193.4,302.0,793.2
2025-04-22 11:00:00,11,Tuesday,Weekday,0,0,34.8,60.0,260.5,238.0,360.2,858.7
2025-04-22 12:00:00,12,Tuesday,Weekday,0,0,33.9,56.0,296.3,228.3,346.2,870.8
2025-04-22 13:00:00,13,Tuesday,Weekday,0,0,30.9,63.0,279.1,179.1,346.7,804.9
2025-04-22 14:00:00,14,Tuesday,Weekday,0,0,31.5,67.0,297.7,218.6,280.4,796.7
2025-04-22 15:00:00,15,Tuesday,Weekday,0,0,31.3,63.0,251.4,206.0,369.8,827.2
2025-04-22 16:00:00,16,Tuesday,Weekday,0,0,26.4,65.0,270.8,193.8,318.2,782.8
2025-04-22 17:00:00,17,Tuesday,Weekday,0,0,28.4,66.0,311.2,214.6,319.1,844.9
